loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
10132,2,Graduate,No,6670000,6580000,18,490,12790000,16090000,3070000.0,17920000,Approved
10133,4,Not Graduate,Yes,8060000,1420000,14,376,14800000,15500000,26870000.0,11810000,Rejected
10134,2,Graduate,No,8280000,6000000,12,315,7760000,12130000,18010000.0,18320000,Rejected
10135,0,Graduate,No,4540000,2220000,6,851,1130000,360000,14550000.0,17460000,Approved
10136,0,Not Graduate,No,5640000,3010000,18,351,4770000,9220000,6950000.0,9700000,Rejected
10137,5,Graduate,No,7130000,2870000,8,779,16420000,15930000,2530000.0,14050000,Approved
10138,3,Not Graduate,No,5730000,1100000,10,449,7470000,13270000,1900000.0,10730000,Rejected
10139,3,Graduate,No,3730000,4910000,10,724,17070000,21780000,6680000.0,2100000,Approved
10140,3,Graduate,Yes,8590000,1650000,14,623,18540000,360000,24820000.0,13100000,Approved
10141,4,Not Graduate,No,1570000,260000,12,648,11410000,5080000,25640000.0,15540000,Approved
10142,3,Not Graduate,No,6840000,2710000,18,534,11820000,13210000,9090000.0,8250000,Rejected
10143,1,Not Graduate,No,730000,2030000,10,887,490000,20430000,7080000.0,11660000,Approved
10144,3,Graduate,Yes,6790000,3920000,4,371,16660000,18010000,15490000.0,330000,Rejected
10145,3,Not Graduate,Yes,6580000,2620000,16,320,8750000,20880000,19090000.0,730000,Rejected
10146,1,Not Graduate,Yes,4630000,6920000,8,895,7900000,9710000,9960000.0,6720000,Approved
10147,4,Not Graduate,Yes,5690000,500000,6,446,12320000,1640000,12170000.0,6520000,Rejected
10148,2,Graduate,Yes,7170000,4090000,14,634,11620000,2700000,9340000.0,13570000,Approved
10149,4,Not Graduate,No,230000,1270000,4,737,16300000,17160000,5450000.0,17980000,Approved
10150,3,Not Graduate,Yes,6590000,4760000,16,565,18410000,17780000,8950000.0,6800000,Approved
10151,0,Not Graduate,No,3430000,3930000,20,400,4690000,9050000,2950000.0,3850000,Rejected
10152,0,Not Graduate,Yes,3020000,370000,12,577,3630000,24090000,25220000.0,18420000,Approved
10153,4,Not Graduate,Yes,7310000,390000,6,878,4990000,9500000,7580000.0,5070000,Approved
10154,0,Graduate,Yes,6830000,5860000,10,613,5270000,9180000,29010000.0,10330000,Approved
10155,1,Graduate,Yes,4190000,1090000,8,796,17380000,8020000,25610000.0,8550000,Approved
10156,3,Not Graduate,Yes,1240000,1650000,12,471,7240000,11560000,27320000.0,12050000,Rejected
10157,1,Graduate,Yes,8780000,5350000,6,806,14360000,6170000,25860000.0,6570000,Approved
10158,3,Graduate,Yes,4450000,6140000,10,506,19830000,7760000,27260000.0,7310000,Rejected
10159,0,Not Graduate,Yes,5470000,5060000,18,652,10370000,15530000,1890000.0,10890000,Approved
10160,1,Not Graduate,Yes,6980000,1220000,10,695,1640000,1330000,10090000.0,10010000,Approved
10161,4,Not Graduate,Yes,960000,1880000,6,341,4430000,19780000,9900000.0,2600000,Rejected
10162,0,Not Graduate,No,2340000,490000,14,400,12550000,17360000,28850000.0,14590000,Rejected
10163,0,Graduate,No,470000,5520000,18,869,4930000,3070000,28870000.0,2380000,Approved
10164,4,Graduate,No,930000,3340000,14,509,19120000,13400000,22530000.0,16120000,Rejected
10165,0,Graduate,No,3130000,3290000,4,590,5010000,20440000,3810000.0,7600000,Approved
10166,5,Not Graduate,No,2290000,1630000,18,332,17830000,15070000,2590000.0,12980000,Rejected
10167,0,Graduate,Yes,2630000,1240000,16,536,300000,7170000,16200000.0,3420000,Rejected
10168,2,Not Graduate,No,8730000,6450000,18,851,19830000,11570000,19070000.0,10880000,Approved
10169,2,Not Graduate,Yes,720000,5190000,12,641,12460000,19120000,26690000.0,14990000,Approved
10170,0,Not Graduate,No,3590000,1480000,8,311,19180000,6020000,21820000.0,12290000,Rejected
10171,4,Graduate,No,4190000,4530000,16,332,3540000,7830000,10410000.0,2240000,Rejected
10172,5,Graduate,No,1860000,1130000,4,590,5760000,20750000,6870000.0,10480000,Approved
10173,1,Graduate,Yes,6090000,4730000,2,699,6800000,9460000,12270000.0,7750000,Approved
10174,5,Not Graduate,No,6220000,6300000,20,505,6810000,10140000,1010000.0,13280000,Rejected
10175,3,Graduate,Yes,4540000,1320000,6,422,18900000,12530000,17100000.0,12320000,Rejected
10176,0,Not Graduate,Yes,4210000,1410000,16,739,8020000,18900000,19880000.0,13680000,Approved
10177,5,Not Graduate,Yes,4420000,3880000,14,807,13160000,22870000,15370000.0,3320000,Approved
10178,2,Graduate,No,5370000,2650000,2,884,16050000,20660000,27610000.0,16550000,Approved
10179,3,Not Graduate,Yes,1420000,6610000,12,698,3050000,19760000,20030000.0,10160000,Approved
10180,1,Graduate,Yes,6030000,4420000,14,310,7750000,20350000,9260000.0,12810000,Rejected
10181,0,Not Graduate,Yes,1410000,4620000,10,454,13140000,1350000,18850000.0,260000,Rejected
10182,4,Not Graduate,Yes,4900000,2560000,14,725,8510000,1080000,13510000.0,18940000,Approved
10183,5,Not Graduate,Yes,8200000,6900000,12,539,8490000,21280000,8780000.0,4740000,Rejected
10184,3,Graduate,Yes,4790000,1780000,8,805,13550000,17730000,21850000.0,12320000,Approved
10185,4,Not Graduate,No,7330000,5650000,10,404,15030000,19620000,16440000.0,15300000,Rejected
10186,5,Not Graduate,No,6510000,4920000,16,805,300000,6630000,24470000.0,8820000,Approved
10187,1,Not Graduate,No,5760000,3110000,16,856,10220000,5630000,22010000.0,8610000,Approved
10188,0,Not Graduate,No,1570000,1880000,10,694,3180000,22960000,26550000.0,14150000,Approved
10189,1,Graduate,Yes,3580000,6060000,4,348,12280000,14570000,990000.0,19070000,Approved
10190,2,Not Graduate,Yes,4160000,6740000,20,489,11390000,21990000,18700000.0,3530000,Rejected
10191,5,Not Graduate,No,8700000,2830000,12,797,15650000,2140000,28270000.0,4680000,Rejected
10192,0,Graduate,No,6030000,3600000,8,838,15560000,17970000,15310000.0,11390000,Approved
10193,2,Graduate,No,3430000,4880000,18,711,300000,7050000,24360000.0,17180000,Approved
10194,4,Graduate,Yes,3280000,1330000,12,721,5210000,4900000,28230000.0,13450000,Approved
10195,5,Graduate,Yes,8260000,1000000,2,447,10630000,10550000,5680000.0,15360000,Rejected
10196,2,Graduate,Yes,6310000,5760000,2,305,18180000,16380000,7420000.0,280000,Approved
10197,3,Graduate,Yes,7330000,5420000,2,352,930000,19020000,3390000.0,8180000,Approved
10198,4,Not Graduate,Yes,3720000,5550000,6,349,8410000,17960000,10620000.0,2910000,Rejected
10199,5,Not Graduate,Yes,7710000,1320000,16,464,1050000,2350000,1060000.0,2090000,Rejected
10200,0,Not Graduate,No,4960000,5030000,12,411,16270000,1520000,5420000.0,7800000,Rejected
10201,1,Not Graduate,No,3870000,5620000,16,863,17590000,7550000,19340000.0,1780000,Approved
10202,5,Not Graduate,Yes,3290000,6670000,10,695,17010000,7990000,15810000.0,12270000,Approved
10203,1,Graduate,No,8490000,5420000,16,606,11340000,2060000,4670000.0,1300000,Approved
10204,1,Graduate,No,720000,6540000,12,434,14250000,8790000,18520000.0,8670000,Rejected
10205,1,Graduate,No,4700000,3830000,14,560,7280000,20220000,29500000.0,11860000,Approved
10206,5,Graduate,Yes,1170000,5940000,12,443,8620000,1430000,11340000.0,4460000,Rejected
10207,3,Graduate,Yes,1930000,1320000,18,411,6730000,21660000,1090000.0,10820000,Rejected
10208,1,Graduate,No,7420000,5180000,16,666,6170000,520000,15530000.0,9920000,Approved
10209,2,Not Graduate,Yes,1670000,4100000,12,325,19240000,2060000,6090000.0,14690000,Rejected
10210,2,Graduate,No,430000,2440000,4,824,3480000,24520000,19260000.0,13600000,Approved
10211,1,Not Graduate,No,5690000,6290000,20,426,12120000,12480000,19910000.0,16710000,Rejected
10212,5,Graduate,No,2240000,1770000,16,875,8180000,12730000,28380000.0,16860000,Approved
10213,1,Graduate,No,3100000,260000,4,593,12200000,9990000,5510000.0,11420000,Approved
10214,5,Not Graduate,Yes,3650000,5310000,2,757,6870000,24750000,9540000.0,610000,Approved
10215,4,Not Graduate,No,2450000,5500000,2,856,8670000,20090000,26840000.0,5850000,Approved
10216,0,Graduate,Yes,5420000,1920000,16,758,8600000,17090000,9010000.0,10040000,Approved
10217,1,Graduate,Yes,3830000,2760000,14,553,17770000,1420000,4860000.0,5040000,Approved
10218,3,Graduate,No,5660000,4320000,12,304,5420000,3140000,28240000.0,7560000,Rejected
10219,2,Graduate,No,6320000,4000000,16,596,16020000,5990000,27570000.0,10430000,Approved
10220,0,Graduate,No,2800000,3960000,20,578,9020000,4100000,25000000.0,1180000,Approved
10221,0,Not Graduate,No,390000,2260000,14,447,5820000,12890000,26690000.0,16090000,Rejected
10222,1,Graduate,No,1780000,1990000,10,640,8130000,23480000,14360000.0,7900000,Approved
10223,2,Graduate,No,3620000,6820000,8,356,16550000,8980000,16740000.0,6100000,Rejected
10224,0,Graduate,No,3240000,5980000,18,630,12990000,21790000,24800000.0,14590000,Approved
10225,2,Graduate,Yes,5580000,5600000,12,556,9670000,10280000,14690000.0,14880000,Approved
10226,4,Graduate,No,4920000,900000,12,556,4390000,8160000,15330000.0,7810000,Approved
10227,0,Graduate,Yes,4690000,2390000,14,457,19140000,1600000,10150000.0,15260000,Rejected
10228,5,Not Graduate,Yes,4230000,2200000,4,755,1250000,10050000,29220000.0,9120000,Approved
10229,3,Not Graduate,No,1440000,4730000,8,649,17590000,18860000,15530000.0,7420000,Approved
10230,5,Not Graduate,No,8190000,1050000,6,563,5260000,6920000,13470000.0,14180000,Approved
10231,3,Graduate,Yes,730000,6210000,8,304,19110000,3760000,4750000.0,1790000,Rejected
10232,0,Graduate,Yes,6700000,2040000,4,398,10130000,11900000,16940000.0,4880000,Approved
10233,1,Graduate,No,8410000,1440000,20,881,6710000,11590000,25120000.0,7020000,Approved
10234,2,Graduate,No,2800000,3680000,8,734,18410000,5670000,6580000.0,2420000,Approved
10235,3,Not Graduate,Yes,8680000,6920000,18,549,1690000,14940000,29705600.000000015,4630000,Rejected
10236,3,Not Graduate,Yes,3130000,5720000,12,753,14690000,3370000,2530000.0,3560000,Approved
10237,5,Not Graduate,Yes,1370000,3290000,16,820,11840000,19350000,5470000.0,4330000,Approved
10238,3,Not Graduate,No,3640000,2200000,16,553,17100000,13800000,24430000.0,18210000,Approved
10239,4,Graduate,Yes,5250000,6750000,4,626,7800000,7700000,1990000.0,830000,Approved
10240,4,Not Graduate,No,4170000,3380000,14,324,6010000,14310000,10700000.0,17020000,Rejected
10241,5,Not Graduate,No,2220000,4180000,4,578,12550000,15780000,9130000.0,17880000,Approved
10242,0,Graduate,Yes,3040000,1880000,14,712,17770000,24280000,10920000.0,3710000,Approved
10243,3,Graduate,Yes,7220000,6640000,12,618,3570000,6560000,28450000.0,13190000,Approved
10244,5,Not Graduate,Yes,8260000,1120000,14,422,17000000,24570000,9020000.0,19290000,Rejected
10245,1,Graduate,No,1580000,2930000,8,547,6670000,8290000,8510000.0,16460000,Rejected
10246,2,Not Graduate,Yes,350000,3510000,12,422,19580000,10880000,7360000.0,14810000,Rejected
10247,0,Graduate,No,2080000,3970000,18,766,12580000,12610000,10010000.0,1060000,Approved
10248,1,Not Graduate,No,5580000,5850000,6,678,6580000,9940000,9580000.0,18150000,Approved
10249,4,Not Graduate,No,4090000,1660000,14,539,6770000,14850000,3430000.0,13140000,Rejected
10250,1,Not Graduate,No,8410000,4500000,16,388,16770000,24180000,15110000.0,8530000,Rejected
10251,4,Graduate,Yes,5890000,6870000,4,675,1010000,7370000,12300000.0,8540000,Approved
10252,5,Graduate,Yes,2220000,2220000,10,712,8560000,8580000,23370000.0,15050000,Approved
10253,4,Graduate,Yes,5780000,740000,2,618,15930000,760000,8380000.0,16950000,Approved
10254,0,Not Graduate,No,5750000,4410000,2,643,4640000,11940000,4330000.0,18740000,Approved
10255,5,Graduate,Yes,7180000,2800000,2,717,1640000,15980000,10280000.0,14480000,Approved
10256,5,Graduate,Yes,1060000,4990000,20,314,14690000,22660000,24300000.0,7620000,Rejected
10257,3,Not Graduate,No,2200000,1540000,8,647,6330000,4440000,1710000.0,19380000,Approved
10258,4,Not Graduate,No,840000,6200000,8,720,3250000,18540000,12890000.0,18030000,Approved
10259,5,Not Graduate,Yes,8130000,2510000,14,547,15260000,19200000,8810000.0,14950000,Rejected
10260,0,Not Graduate,Yes,4640000,6180000,2,780,9810000,16110000,4890000.0,7440000,Approved
10261,0,Graduate,No,1210000,6870000,2,388,2340000,7000000,7340000.0,8750000,Rejected
10262,0,Not Graduate,Yes,3820000,4660000,16,824,14940000,10880000,18690000.0,5990000,Approved
10263,5,Graduate,No,1790000,2090000,4,707,18050000,1980000,13900000.0,5440000,Approved
10264,1,Not Graduate,No,6160000,3070000,12,786,10380000,16330000,20370000.0,10650000,Approved
10265,4,Graduate,Yes,5440000,2300000,14,435,7530000,21050000,24370000.0,2130000,Rejected
10266,3,Not Graduate,Yes,4840000,300000,14,871,16720000,13320000,19410000.0,6150000,Approved
10267,2,Graduate,Yes,5230000,1370000,4,760,18130000,12080000,17040000.0,15010000,Approved
10268,2,Graduate,Yes,3300000,520000,14,498,6050000,7860000,18080000.0,1140000,Rejected
10269,2,Not Graduate,Yes,6140000,1360000,4,417,15980000,15290000,6870000.0,15520000,Approved
10270,4,Not Graduate,Yes,5190000,1220000,16,581,4920000,16130000,9180000.0,8850000,Approved
10271,0,Graduate,No,1570000,1380000,6,681,5750000,24530000,4910000.0,15150000,Approved
10272,4,Not Graduate,No,680000,6700000,14,605,14600000,22720000,9610000.0,9080000,Approved
10273,2,Not Graduate,Yes,6970000,5780000,14,555,9480000,16040000,18400000.0,13570000,Approved
10274,2,Graduate,No,5880000,4300000,20,479,1620000,23000000,7540000.0,10660000,Rejected
10275,5,Not Graduate,Yes,4850000,540000,6,375,8810000,10700000,13640000.0,13710000,Rejected
10276,0,Not Graduate,Yes,3120000,6370000,8,374,5750000,340000,14820000.0,19140000,Rejected
10277,2,Not Graduate,No,8630000,4600000,4,741,12890000,22250000,26030000.0,7910000,Approved
10278,3,Graduate,No,250000,4960000,10,528,13990000,4070000,17350000.0,6640000,Rejected
10279,5,Not Graduate,No,3830000,950000,10,512,8410000,20320000,17080000.0,2290000,Rejected
10280,3,Not Graduate,No,1170000,2510000,12,819,8120000,20450000,12150000.0,5060000,Rejected
10281,3,Graduate,No,8220000,5660000,20,738,2070000,4240000,25860000.0,10410000,Approved
10282,2,Graduate,No,3280000,4830000,4,810,4000000,4840000,7640000.0,16720000,Approved
10283,3,Graduate,No,4480000,3880000,12,310,1280000,24750000,24660000.0,16610000,Rejected
10284,5,Not Graduate,Yes,200000,620000,4,893,300000,17550000,18650000.0,10490000,Approved
10285,3,Graduate,Yes,1320000,4800000,8,527,18300000,22640000,12630000.0,3490000,Rejected
10286,5,Graduate,No,6270000,5890000,14,312,14390000,12920000,17280000.0,6600000,Rejected
10287,2,Graduate,No,1270000,1320000,12,841,11460000,22990000,20440000.0,520000,Approved
10288,0,Graduate,No,7600000,560000,2,895,10790000,7350000,22850000.0,6300000,Approved
10289,0,Graduate,Yes,4570000,1390000,14,701,7920000,24190000,380000.0,12330000,Approved
10290,4,Graduate,Yes,5870000,760000,14,446,7190000,21650000,23060000.0,2850000,Rejected
10291,3,Not Graduate,No,240000,3280000,12,601,3800000,7110000,28230000.0,14130000,Approved
10292,1,Graduate,Yes,6030000,3220000,20,835,5890000,19870000,590000.0,18990000,Approved
10293,5,Not Graduate,Yes,1740000,5960000,14,807,6580000,17430000,28830000.0,7220000,Approved
10294,5,Graduate,No,5000000,1270000,10,557,16830000,1400000,5590000.0,10670000,Approved
10295,3,Graduate,Yes,4160000,540000,2,646,510000,4460000,17430000.0,14190000,Approved
10296,2,Graduate,Yes,6750000,4900000,8,810,16560000,12550000,3930000.0,15540000,Approved
10297,2,Not Graduate,No,6080000,2430000,10,637,14940000,8310000,20610000.0,6760000,Approved
10298,3,Not Graduate,No,3110000,2440000,6,372,18990000,19620000,10530000.0,4220000,Rejected
10299,5,Not Graduate,No,7550000,1200000,4,305,11290000,14210000,24620000.0,18760000,Approved
10300,1,Graduate,Yes,5560000,6720000,16,487,2320000,23500000,17020000.0,1130000,Rejected
10301,0,Not Graduate,No,8760000,2440000,6,668,9710000,16770000,1540000.0,11120000,Rejected
10302,5,Graduate,No,890000,5050000,10,507,17610000,11510000,28060000.0,9320000,Rejected
10303,1,Not Graduate,Yes,1180000,2540000,20,322,12980000,14600000,15290000.0,11550000,Approved
10304,0,Graduate,No,4590000,4100000,12,756,9020000,19150000,16010000.0,12050000,Approved
10305,1,Not Graduate,Yes,4260000,6600000,18,723,17240000,13910000,2970000.0,4670000,Approved
10306,5,Graduate,No,3740000,4240000,4,869,3500000,16780000,7840000.0,250000,Approved
10307,1,Graduate,No,4000000,2650000,20,542,14700000,4850000,12510000.0,250000,Rejected
10308,1,Graduate,No,7150000,910000,4,665,520000,10370000,20690000.0,13160000,Approved
10309,5,Graduate,No,8310000,6900000,16,448,3940000,11420000,9390000.0,10410000,Rejected
10310,2,Not Graduate,Yes,4790000,2360000,12,860,8750000,7340000,980000.0,6270000,Approved
10311,3,Not Graduate,Yes,3650000,3870000,4,771,8730000,14610000,21340000.0,7220000,Approved
10312,3,Not Graduate,No,890000,2180000,18,711,5490000,12170000,27850000.0,19600000,Approved
10313,2,Not Graduate,No,3330000,520000,10,433,8960000,24700000,16790000.0,17750000,Rejected
10314,2,Graduate,Yes,3800000,4910000,2,567,6940000,4630000,22950000.0,14100000,Approved
10315,3,Graduate,No,6890000,610000,10,356,14220000,11250000,18560000.0,5400000,Rejected
10316,1,Not Graduate,No,2840000,6190000,16,382,1560000,9370000,23130000.0,1990000,Rejected
10317,2,Graduate,No,7970000,280000,14,558,17480000,7660000,25620000.0,19470000,Approved
10318,0,Not Graduate,Yes,2420000,3350000,8,439,3220000,7680000,21730000.0,14020000,Rejected
10319,2,Graduate,Yes,3470000,590000,12,552,13080000,6660000,12330000.0,9570000,Approved
10320,1,Not Graduate,No,8910000,5170000,14,660,12920000,13240000,11560000.0,15140000,Approved
10321,4,Not Graduate,No,6090000,590000,8,687,14590000,15920000,10010000.0,2100000,Approved
10322,4,Not Graduate,No,5370000,4010000,16,693,13990000,19920000,26410000.0,10820000,Approved
10323,2,Not Graduate,No,4780000,6210000,16,619,780000,2900000,6570000.0,19230000,Approved
10324,0,Graduate,No,7990000,6620000,14,895,7820000,9220000,10000000.0,12270000,Approved
10325,2,Not Graduate,No,730000,4180000,6,305,5800000,21110000,4700000.0,12220000,Rejected
10326,4,Not Graduate,Yes,6600000,5690000,8,540,8010000,15410000,18950000.0,5120000,Rejected
10327,4,Not Graduate,Yes,5410000,2750000,14,588,5080000,18180000,28550000.0,650000,Approved
10328,1,Graduate,Yes,3490000,3740000,10,427,17450000,2420000,14890000.0,5810000,Rejected
10329,2,Not Graduate,Yes,6470000,270000,8,381,13090000,3760000,15380000.0,1830000,Rejected
10330,0,Graduate,Yes,2220000,3140000,4,336,740000,15400000,13340000.0,5010000,Rejected
10331,2,Not Graduate,No,2390000,430000,12,574,16060000,14470000,4490000.0,2150000,Approved
10332,2,Graduate,No,1980000,6050000,8,855,1880000,7580000,15140000.0,11020000,Approved
10333,0,Graduate,Yes,2330000,5480000,8,715,300000,17930000,17560000.0,5070000,Approved
10334,2,Graduate,No,1700000,1420000,20,714,10740000,8600000,29360000.0,1650000,Approved
10335,4,Not Graduate,No,4850000,3760000,16,686,12600000,15170000,10660000.0,11140000,Approved
10336,0,Not Graduate,No,6140000,3760000,2,627,9080000,14110000,12240000.0,18230000,Approved
10337,5,Not Graduate,Yes,5930000,460000,2,749,10940000,10320000,1920000.0,2480000,Approved
10338,4,Graduate,Yes,6170000,5940000,18,694,2710000,14950000,11670000.0,8580000,Approved
10339,2,Graduate,Yes,1660000,2460000,12,574,3520000,22840000,20980000.0,10390000,Approved
10340,2,Not Graduate,No,5090000,6610000,14,508,8130000,19340000,20790000.0,8820000,Rejected
10341,5,Not Graduate,Yes,1320000,3940000,2,568,9740000,11580000,4100000.0,17950000,Approved
10342,0,Not Graduate,Yes,5890000,940000,18,471,4780000,18460000,29705600.000000015,9850000,Rejected
10343,2,Not Graduate,Yes,180000,6560000,14,503,2300000,24750000,23860000.0,8510000,Rejected
10344,4,Graduate,No,5040000,4140000,16,336,9140000,17700000,4600000.0,13680000,Rejected
10345,1,Graduate,Yes,6750000,4180000,8,686,2620000,3890000,26190000.0,15750000,Approved
10346,5,Not Graduate,Yes,4900000,2630000,18,592,9360000,23460000,4330000.0,6500000,Approved
10347,0,Not Graduate,No,5390000,2310000,18,345,18730000,16710000,25670000.0,6290000,Rejected
10348,0,Not Graduate,No,7790000,1040000,2,614,19750000,22280000,11770000.0,8340000,Approved
10349,3,Not Graduate,Yes,2110000,3420000,4,581,1890000,5840000,23390000.0,16190000,Approved
10350,0,Graduate,No,5720000,5960000,8,425,16470000,3190000,2370000.0,16600000,Rejected
10351,3,Graduate,Yes,5340000,3920000,12,758,16350000,24750000,2440000.0,17070000,Approved
10352,5,Graduate,Yes,3250000,4260000,2,763,15560000,19770000,1240000.0,12610000,Approved
10353,3,Not Graduate,Yes,1970000,560000,20,875,3130000,17260000,11040000.0,19480000,Approved
10354,3,Graduate,No,2080000,3230000,10,652,15590000,16790000,19370000.0,540000,Approved
10355,1,Graduate,Yes,770000,930000,10,637,15560000,22140000,22890000.0,16160000,Approved
10356,1,Not Graduate,No,3480000,3960000,16,387,300000,21560000,20840000.0,2060000,Rejected
10357,4,Not Graduate,No,170000,290000,14,387,13800000,5100000,5390000.0,4890000,Rejected
10358,5,Graduate,Yes,6350000,4570000,12,666,16150000,6410000,22980000.0,11520000,Approved
10359,4,Graduate,Yes,3230000,5970000,12,758,14880000,5240000,16290000.0,14350000,Approved
10360,1,Graduate,No,4350000,750000,12,437,19830000,19690000,3210000.0,4540000,Rejected
10361,3,Not Graduate,Yes,1060000,2240000,12,304,1250000,540000,20100000.0,5350000,Rejected
10362,1,Not Graduate,Yes,7310000,680000,14,842,3900000,18600000,9790000.0,13400000,Approved
10363,2,Not Graduate,Yes,7730000,4400000,10,695,8300000,6320000,10820000.0,920000,Approved
10364,5,Graduate,Yes,3810000,2080000,12,895,11300000,24130000,5680000.0,740000,Approved
10365,3,Not Graduate,Yes,1030000,5630000,18,471,12320000,7050000,9190000.0,10520000,Rejected
10366,2,Graduate,No,1270000,490000,18,789,370000,2170000,21330000.0,7370000,Approved
10367,5,Not Graduate,Yes,2400000,890000,12,356,1090000,22070000,21620000.0,9720000,Rejected
10368,0,Graduate,Yes,1320000,1000000,4,839,14760000,23520000,15890000.0,14690000,Approved
10369,0,Graduate,Yes,1130000,6410000,10,895,10910000,10030000,7240000.0,5180000,Approved
10370,5,Graduate,Yes,7830000,1420000,4,772,6380000,24750000,29070000.0,4880000,Approved
10371,3,Not Graduate,No,1110000,4180000,18,870,5820000,340000,10790000.0,4760000,Approved
10372,5,Not Graduate,No,7530000,6070000,18,466,8480000,3780000,3840000.0,6890000,Rejected
10373,0,Graduate,Yes,970000,5370000,10,622,12890000,4980000,2640000.0,10810000,Approved
10374,3,Graduate,No,250000,3250000,6,593,9760000,19520000,21350000.0,18320000,Approved
10375,0,Not Graduate,No,2470000,3930000,14,651,8390000,21480000,16570000.0,8370000,Approved
10376,3,Graduate,Yes,6050000,300000,20,523,6620000,3360000,8450000.0,7400000,Rejected
10377,4,Not Graduate,No,7480000,2860000,12,841,14210000,2450000,21150000.0,12010000,Approved
10378,1,Not Graduate,No,6780000,1290000,12,382,9860000,24480000,26870000.0,19090000,Rejected
10379,2,Not Graduate,No,6760000,5940000,20,513,10030000,12080000,380000.0,18300000,Rejected
10380,3,Graduate,Yes,5810000,6330000,20,450,19100000,9170000,14960000.0,11760000,Rejected
10381,4,Graduate,No,3860000,2540000,14,771,11980000,3220000,25930000.0,17820000,Approved
10382,4,Graduate,No,3170000,5770000,16,484,8170000,15850000,1910000.0,9570000,Rejected
10383,5,Graduate,Yes,170000,4870000,4,471,9040000,17000000,21910000.0,3400000,Rejected
10384,1,Graduate,Yes,5910000,790000,2,371,8490000,7020000,6940000.0,18850000,Rejected
10385,1,Not Graduate,No,4630000,6010000,10,677,2200000,6210000,11280000.0,14860000,Approved
10386,5,Not Graduate,Yes,8540000,6580000,4,483,17720000,13430000,17500000.0,12380000,Approved
10387,4,Graduate,No,2910000,6340000,14,575,2280000,2500000,18830000.0,12390000,Rejected
10388,2,Graduate,No,2380000,2640000,10,488,12360000,22550000,9440000.0,16620000,Rejected
10389,3,Not Graduate,Yes,7200000,1260000,2,814,9380000,23270000,8170000.0,13750000,Approved
10390,3,Not Graduate,Yes,8910000,6180000,6,859,11940000,15690000,23920000.0,2590000,Approved
10391,0,Not Graduate,Yes,3960000,6110000,16,429,15420000,21200000,9120000.0,16050000,Rejected
10392,2,Graduate,No,4690000,6080000,8,655,13970000,23860000,5550000.0,10960000,Approved
10393,4,Graduate,No,7310000,750000,10,583,8770000,24750000,23100000.0,10520000,Rejected
10394,2,Graduate,Yes,770000,4990000,12,473,13220000,20330000,4360000.0,5150000,Rejected
10395,4,Graduate,No,170000,1060000,2,354,5580000,21250000,10190000.0,18990000,Rejected
10396,0,Graduate,No,3810000,5000000,10,849,19660000,6810000,7670000.0,550000,Rejected
10397,0,Graduate,Yes,3620000,4610000,20,560,1520000,15890000,16290000.0,19710000,Approved
10398,3,Not Graduate,Yes,4810000,2520000,12,723,19810000,18780000,14690000.0,11740000,Approved
10399,0,Not Graduate,Yes,6660000,3750000,8,342,1560000,11320000,4740000.0,4110000,Rejected
10400,4,Graduate,No,7490000,6630000,18,426,2390000,11210000,26550000.0,11910000,Rejected
10401,4,Graduate,Yes,1920000,2070000,6,441,16770000,2830000,4000000.0,3100000,Rejected
10402,2,Not Graduate,No,1470000,3720000,16,320,9230000,900000,14600000.0,7250000,Rejected
10403,4,Not Graduate,No,8900000,3360000,6,556,2570000,5380000,20420000.0,2560000,Approved
10404,3,Graduate,Yes,1930000,2660000,20,614,15250000,5260000,29705600.000000015,16230000,Approved
10405,4,Graduate,Yes,2060000,2180000,18,671,9590000,9150000,28740000.0,2240000,Approved
10406,2,Not Graduate,No,6540000,1630000,16,895,9800000,8520000,9960000.0,1110000,Approved
10407,5,Graduate,No,7810000,2570000,20,422,8500000,13640000,13420000.0,1440000,Rejected
10408,2,Not Graduate,No,3860000,3160000,20,521,9840000,340000,13160000.0,17050000,Rejected
10409,3,Not Graduate,No,5790000,620000,12,774,10020000,2390000,10830000.0,2050000,Approved
10410,4,Graduate,Yes,6830000,4660000,16,672,300000,5460000,7700000.0,7920000,Approved
10411,2,Not Graduate,No,6220000,6510000,4,392,1450000,17450000,29280000.0,8550000,Approved
10412,3,Not Graduate,Yes,4430000,680000,10,779,14580000,13570000,17800000.0,7620000,Approved
10413,5,Not Graduate,No,7220000,2790000,2,305,16370000,20620000,9540000.0,7420000,Rejected
10414,3,Graduate,No,4330000,2180000,2,450,14230000,18270000,27900000.0,15960000,Approved
10415,2,Not Graduate,No,3920000,1770000,4,675,15460000,10260000,4040000.0,18560000,Approved
10416,3,Graduate,Yes,6140000,6630000,4,344,5360000,2300000,9590000.0,10250000,Rejected
10417,1,Not Graduate,Yes,2340000,6370000,2,344,9070000,10850000,2380000.0,11420000,Approved
10418,0,Graduate,No,6650000,5910000,8,508,5570000,6800000,12380000.0,3850000,Rejected
10419,4,Not Graduate,No,5660000,2110000,8,477,12190000,11320000,27260000.0,12250000,Rejected
10420,2,Graduate,No,7640000,1130000,6,567,17430000,1550000,9540000.0,12790000,Approved
